act_fun	layers	neurons	alpha	iterations	batch_size	batch_count	std_dev	train_err	test_err	train_score	test_score		layers_structure
tanh	3	80	0,5	100	500	100	1,5	0,0193	0,0242	87,28%	84,06%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	500	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	500	100	1,5	0,0114	0,0143	92,53%	90,60%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	500	100	1,5	0,0188	0,0260	87,68%	82,89%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	500	100	1,5	0,0900	0,0900	11,24%	11,36%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	500	100	1,5	0,0126	0,0158	91,65%	89,67%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	500	100	1,5	0,0253	0,0326	83,15%	78,34%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	500	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	500	100	1,5	0,0144	0,0162	90,34%	89,21%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	500	100	1,5	0,0238	0,0274	84,05%	81,70%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	500	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	100	500	300	1,5	0,0072	0,0107	95,36%	93,09%		[(784, 50), (50, 10)]
tanh	2	60	0,5	100	500	300	1,5	0,0079	0,0124	94,89%	91,86%		[(784, 50), (50, 10)]
relu	2	60	0,5	100	500	300	1,5	0,0091	0,0109	94,00%	92,92%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	100	500	300	1,5	0,0069	0,0112	95,56%	92,70%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	100	500	300	1,5	0,0111	0,0199	92,77%	86,86%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	100	500	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	100	500	300	1,5	0,0055	0,0114	96,50%	92,44%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	100	500	300	1,5	0,0089	0,0215	94,40%	86,31%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	100	500	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	100	500	300	1,5	0,0063	0,0125	96,03%	92,07%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	100	500	300	1,5	0,0148	0,0248	90,47%	84,20%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	100	500	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	100	500	300	1,5	0,0084	0,0123	94,47%	92,08%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	100	500	300	1,5	0,0169	0,0217	88,78%	85,54%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	100	500	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	600	10	1	1,5	0,1384	0,1383	17,09%	17,16%		[(784, 50), (50, 10)]
tanh	2	60	0,5	600	10	1	1,5	0,1567	0,1550	12,97%	14,17%		[(784, 50), (50, 10)]
relu	2	60	0,5	600	10	1	1,5	0,1507	0,1500	24,05%	24,46%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	600	10	1	1,5	0,1242	0,1248	15,32%	15,05%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	600	10	1	1,5	0,1494	0,1498	13,98%	13,93%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	600	10	1	1,5	0,1081	0,1076	11,82%	11,59%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	600	10	1	1,5	0,1413	0,1416	11,48%	11,23%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	600	10	1	1,5	0,1582	0,1592	12,92%	12,26%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	600	10	1	1,5	0,1159	0,1143	9,20%	9,22%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	600	10	1	1,5	0,1168	0,1156	20,37%	21,55%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	600	10	1	1,5	0,1515	0,1516	13,25%	13,08%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	600	10	1	1,5	0,0962	0,0964	9,87%	9,74%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	600	10	1	1,5	0,1212	0,1199	19,62%	20,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	600	10	1	1,5	0,1492	0,1488	14,63%	14,93%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	600	10	1	1,5	0,0957	0,0958	9,87%	9,79%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	600	10	100	1,5	0,0349	0,0348	78,91%	78,87%		[(784, 50), (50, 10)]
tanh	2	60	0,5	600	10	100	1,5	0,0447	0,0438	74,45%	75,09%		[(784, 50), (50, 10)]
relu	2	60	0,5	600	10	100	1,5	0,0442	0,0435	66,66%	66,87%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	600	10	100	1,5	0,0436	0,0430	74,03%	74,17%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	600	10	100	1,5	0,0316	0,0303	82,10%	82,58%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	600	10	100	1,5	0,0901	0,0901	9,75%	9,74%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	600	10	100	1,5	0,0431	0,0424	73,84%	73,91%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	600	10	100	1,5	0,0336	0,0336	80,83%	80,90%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	600	10	100	1,5	0,0902	0,0902	9,77%	9,73%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	600	10	100	1,5	0,0478	0,0472	71,74%	72,12%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	600	10	100	1,5	0,1474	0,1477	10,66%	10,41%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	600	10	100	1,5	0,0901	0,0901	9,75%	9,74%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	600	10	100	1,5	0,0493	0,0488	71,51%	71,93%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	600	10	100	1,5	0,1257	0,1262	15,98%	15,64%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	600	10	100	1,5	0,0901	0,0901	9,75%	9,74%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	600	10	300	1,5	0,0245	0,0245	85,51%	85,56%		[(784, 50), (50, 10)]
tanh	2	60	0,5	600	10	300	1,5	0,0289	0,0294	83,88%	83,47%		[(784, 50), (50, 10)]
relu	2	60	0,5	600	10	300	1,5	0,0238	0,0234	86,38%	86,70%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	600	10	300	1,5	0,0286	0,0291	83,39%	82,99%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	600	10	300	1,5	0,0199	0,0199	88,82%	88,73%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	600	10	300	1,5	0,0902	0,0902	11,24%	11,35%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	600	10	300	1,5	0,0257	0,0267	84,79%	84,43%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	600	10	300	1,5	0,0227	0,0234	86,49%	86,22%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	600	10	300	1,5	0,0902	0,0902	11,24%	11,35%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	600	10	300	1,5	0,0314	0,0313	81,98%	81,89%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	600	10	300	1,5	0,1074	0,1073	9,92%	10,09%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	600	10	300	1,5	0,0902	0,0902	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	600	10	300	1,5	0,0265	0,0265	85,26%	85,27%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	600	10	300	1,5	0,1235	0,1235	9,74%	9,82%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	600	10	300	1,5	0,0902	0,0902	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	600	100	1	1,5	0,0943	0,0941	39,96%	40,38%		[(784, 50), (50, 10)]
tanh	2	60	0,5	600	100	1	1,5	0,1192	0,1196	32,88%	32,83%		[(784, 50), (50, 10)]
relu	2	60	0,5	600	100	1	1,5	0,1072	0,1066	42,71%	42,98%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	600	100	1	1,5	0,0792	0,0773	43,41%	44,77%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	600	100	1	1,5	0,1262	0,1260	23,22%	23,41%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	600	100	1	1,5	0,0948	0,0946	9,84%	9,69%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	600	100	1	1,5	0,0929	0,0935	37,54%	37,18%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	600	100	1	1,5	0,1382	0,1373	22,12%	22,37%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	600	100	1	1,5	0,0910	0,0909	10,50%	10,46%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	600	100	1	1,5	0,0935	0,0926	33,18%	34,31%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	600	100	1	1,5	0,1296	0,1291	22,23%	22,38%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	600	100	1	1,5	0,0903	0,0904	10,44%	10,28%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	600	100	1	1,5	0,0895	0,0888	38,78%	39,02%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	600	100	1	1,5	0,1236	0,1238	26,42%	26,12%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	600	100	1	1,5	0,0904	0,0904	10,44%	10,27%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	600	100	100	1,5	0,0155	0,0169	90,63%	89,68%		[(784, 50), (50, 10)]
tanh	2	60	0,5	600	100	100	1,5	0,0219	0,0239	87,32%	86,12%		[(784, 50), (50, 10)]
relu	2	60	0,5	600	100	100	1,5	0,0189	0,0213	89,35%	88,04%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	600	100	100	1,5	0,0180	0,0207	89,35%	87,76%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	600	100	100	1,5	0,0285	0,0316	82,27%	80,16%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	600	100	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	600	100	100	1,5	0,0179	0,0202	89,37%	87,84%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	600	100	100	1,5	0,0316	0,0363	81,75%	79,28%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	600	100	100	1,5	0,0900	0,0900	11,25%	11,34%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	600	100	100	1,5	0,0220	0,0250	87,35%	85,66%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	600	100	100	1,5	0,0204	0,0230	88,16%	86,51%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	600	100	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	600	100	100	1,5	0,0205	0,0235	88,10%	86,41%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	600	100	100	1,5	0,0239	0,0255	85,43%	84,51%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	600	100	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	600	100	300	1,5	0,0090	0,0139	94,69%	91,76%		[(784, 50), (50, 10)]
tanh	2	60	0,5	600	100	300	1,5	0,0115	0,0167	93,25%	90,12%		[(784, 50), (50, 10)]
relu	2	60	0,5	600	100	300	1,5	0,0121	0,0163	92,87%	90,54%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	600	100	300	1,5	0,0105	0,0167	93,94%	90,38%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	600	100	300	1,5	0,0154	0,0220	90,39%	86,51%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	600	100	300	1,5	0,0900	0,0900	10,45%	10,30%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	600	100	300	1,5	0,0094	0,0151	94,53%	91,16%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	600	100	300	1,5	0,0152	0,0226	91,09%	86,63%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	600	100	300	1,5	0,0900	0,0900	10,45%	10,28%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	600	100	300	1,5	0,0112	0,0181	93,59%	89,63%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	600	100	300	1,5	0,0150	0,0187	90,91%	88,69%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	600	100	300	1,5	0,0900	0,0900	10,44%	10,28%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	600	100	300	1,5	0,0119	0,0191	93,21%	89,15%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	600	100	300	1,5	0,0141	0,0180	90,96%	88,63%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	600	100	300	1,5	0,0900	0,0900	10,44%	10,28%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	600	500	1	1,5	0,0529	0,0529	64,81%	64,46%		[(784, 50), (50, 10)]
tanh	2	60	0,5	600	500	1	1,5	0,0756	0,0758	56,03%	55,55%		[(784, 50), (50, 10)]
relu	2	60	0,5	600	500	1	1,5	0,0738	0,0736	60,72%	60,74%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	600	500	1	1,5	0,0536	0,0527	61,56%	62,09%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	600	500	1	1,5	0,0991	0,0982	37,34%	37,92%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	600	500	1	1,5	0,0901	0,0901	9,87%	9,80%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	600	500	1	1,5	0,0634	0,0631	56,11%	56,49%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	600	500	1	1,5	0,1088	0,1094	37,14%	36,41%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	600	500	1	1,5	0,0909	0,0906	10,29%	10,23%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	600	500	1	1,5	0,0652	0,0657	53,82%	53,64%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	600	500	1	1,5	0,1169	0,1169	30,29%	30,36%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	600	500	1	1,5	0,0901	0,0901	9,87%	9,80%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	600	500	1	1,5	0,0666	0,0668	51,53%	51,64%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	600	500	1	1,5	0,1096	0,1099	31,81%	31,71%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	600	500	1	1,5	0,0901	0,0901	9,87%	9,80%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	600	500	100	1,5	0,0065	0,0105	95,97%	93,30%		[(784, 50), (50, 10)]
tanh	2	60	0,5	600	500	100	1,5	0,0089	0,0140	94,44%	91,25%		[(784, 50), (50, 10)]
relu	2	60	0,5	600	500	100	1,5	0,0066	0,0106	95,93%	93,62%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	600	500	100	1,5	0,0074	0,0136	95,48%	91,76%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	600	500	100	1,5	0,0146	0,0237	90,80%	85,00%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	600	500	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	600	500	100	1,5	0,0068	0,0132	95,90%	91,71%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	600	500	100	1,5	0,0142	0,0280	91,44%	83,22%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	600	500	100	1,5	0,0900	0,0900	11,25%	11,36%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	600	500	100	1,5	0,0076	0,0141	95,47%	91,39%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	600	500	100	1,5	0,0197	0,0301	87,52%	81,09%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	600	500	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	600	500	100	1,5	0,0091	0,0145	94,31%	91,06%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	600	500	100	1,5	0,0193	0,0240	87,72%	84,79%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	600	500	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	0,5	600	500	300	1,5	0,0023	0,0096	98,60%	94,14%		[(784, 50), (50, 10)]
tanh	2	60	0,5	600	500	300	1,5	0,0041	0,0117	97,46%	92,78%		[(784, 50), (50, 10)]
relu	2	60	0,5	600	500	300	1,5	0,0023	0,0097	98,64%	94,50%		[(784, 50), (50, 10)]
sigmoid	3	80	0,5	600	500	300	1,5	0,0021	0,0115	98,79%	93,28%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	0,5	600	500	300	1,5	0,0069	0,0191	95,60%	88,05%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	0,5	600	500	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	0,5	600	500	300	1,5	0,0013	0,0117	99,25%	93,14%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	0,5	600	500	300	1,5	0,0042	0,0228	97,43%	86,38%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	0,5	600	500	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	0,5	600	500	300	1,5	0,0016	0,0133	99,10%	92,33%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	0,5	600	500	300	1,5	0,0101	0,0283	93,51%	82,28%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	0,5	600	500	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	0,5	600	500	300	1,5	0,0036	0,0126	97,86%	92,42%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	0,5	600	500	300	1,5	0,0132	0,0205	91,34%	86,74%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	0,5	600	500	300	1,5	0,0900	0,0900	11,24%	11,36%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	1	10	1	1,5	0,1618	0,1626	11,28%	11,07%		[(784, 50), (50, 10)]
tanh	2	60	1	1	10	1	1,5	0,1639	0,1626	9,34%	10,10%		[(784, 50), (50, 10)]
relu	2	60	1	1	10	1	1,5	0,1728	0,1730	13,29%	13,19%		[(784, 50), (50, 10)]
sigmoid	3	80	1	1	10	1	1,5	0,1326	0,1326	8,02%	7,85%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	1	10	1	1,5	0,1491	0,1483	13,56%	14,06%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	1	10	1	1,5	0,1819	0,1822	9,04%	8,92%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	1	10	1	1,5	0,1522	0,1520	7,76%	7,86%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	1	10	1	1,5	0,1548	0,1538	13,84%	14,18%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	1	10	1	1,5	0,1796	0,1798	10,22%	10,10%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	1	10	1	1,5	0,1324	0,1320	10,35%	10,44%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	1	10	1	1,5	0,1584	0,1573	10,19%	10,54%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	1	10	1	1,5	0,1819	0,1822	9,04%	8,92%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	1	10	1	1,5	0,1531	0,1535	8,94%	8,66%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	1	10	1	1,5	0,1600	0,1596	9,29%	9,51%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	1	10	1	1,5	0,1796	0,1798	10,22%	10,10%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	1	10	100	1,5	0,0626	0,0615	58,14%	59,00%		[(784, 50), (50, 10)]
tanh	2	60	1	1	10	100	1,5	0,0709	0,0709	56,92%	56,96%		[(784, 50), (50, 10)]
relu	2	60	1	1	10	100	1,5	0,0907	0,0906	11,06%	11,26%		[(784, 50), (50, 10)]
sigmoid	3	80	1	1	10	100	1,5	0,0771	0,0764	35,40%	36,47%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	1	10	100	1,5	0,1339	0,1333	14,48%	15,05%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	1	10	100	1,5	0,0905	0,0905	9,72%	9,81%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	1	10	100	1,5	0,0981	0,0981	29,07%	29,05%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	1	10	100	1,5	0,1478	0,1480	19,82%	19,93%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	1	10	100	1,5	0,0907	0,0906	9,75%	9,84%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	1	10	100	1,5	0,0933	0,0928	27,05%	28,16%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	1	10	100	1,5	0,1433	0,1435	10,21%	10,06%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	1	10	100	1,5	0,0904	0,0904	9,74%	9,82%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	1	10	100	1,5	0,0996	0,0994	22,30%	22,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	1	10	100	1,5	0,1796	0,1795	9,74%	9,82%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	1	10	100	1,5	0,0904	0,0904	9,74%	9,82%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	1	10	300	1,5	0,0490	0,0486	67,02%	67,31%		[(784, 50), (50, 10)]
tanh	2	60	1	1	10	300	1,5	0,0760	0,0735	55,58%	56,96%		[(784, 50), (50, 10)]
relu	2	60	1	1	10	300	1,5	0,0902	0,0904	12,12%	11,91%		[(784, 50), (50, 10)]
sigmoid	3	80	1	1	10	300	1,5	0,0771	0,0754	43,14%	44,39%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	1	10	300	1,5	0,0935	0,0927	36,13%	36,94%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	1	10	300	1,5	0,0904	0,0904	11,24%	11,35%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	1	10	300	1,5	0,0420	0,0408	70,03%	70,54%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	1	10	300	1,5	0,1541	0,1526	18,68%	19,37%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	1	10	300	1,5	0,0904	0,0904	11,24%	11,35%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	1	10	300	1,5	0,0827	0,0821	36,27%	37,07%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	1	10	300	1,5	0,1797	0,1795	9,97%	10,11%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	1	10	300	1,5	0,0904	0,0904	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	1	10	300	1,5	0,0672	0,0665	51,67%	52,30%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	1	10	300	1,5	0,1283	0,1280	16,38%	16,63%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	1	10	300	1,5	0,0904	0,0904	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	1	100	1	1,5	0,1500	0,1493	10,61%	10,86%		[(784, 50), (50, 10)]
tanh	2	60	1	1	100	1	1,5	0,1510	0,1501	14,41%	14,78%		[(784, 50), (50, 10)]
relu	2	60	1	1	100	1	1,5	0,1715	0,1716	13,48%	13,38%		[(784, 50), (50, 10)]
sigmoid	3	80	1	1	100	1	1,5	0,1456	0,1465	10,02%	9,62%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	1	100	1	1,5	0,1475	0,1471	12,83%	12,87%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	1	100	1	1,5	0,1805	0,1805	9,75%	9,74%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	1	100	1	1,5	0,1461	0,1455	10,38%	10,82%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	1	100	1	1,5	0,1515	0,1518	16,20%	15,93%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	1	100	1	1,5	0,1796	0,1798	10,22%	10,10%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	1	100	1	1,5	0,1113	0,1109	15,57%	15,91%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	1	100	1	1,5	0,1554	0,1558	10,26%	10,12%		[(784, 50), (50, 40), (40, 30), (30, 10)]
